Наименование ДП,Факт. 1,Факт. 2,Факт. 3,Факт. 4,Факт. 5,Факт. 6,Факт. 7,Факт. 8,Факт. 9,Факт. 10,Факт. 11,Факт. 12,Факт. 13,Факт. 14,Факт. 15,Факт. 16,Факт. 17,Факт. 18,Факт. 19,Факт. 20,Факт. 21,Факт. 22,Факт. 23,Факт. 24,Факт. 25,Факт. 26,Факт. 27,Факт. 28,Факт. 29,Факт. 30,Факт. 31,Факт. 32,Факт. 33,Факт. 34,Факт. 35,Факт. 36,Факт. 37,Факт. 38,Факт. 39,Факт. 40,Факт. 41,Факт. 42,Факт. 43,Факт. 44,Факт. 45,Факт. 46,Факт. 47,Факт. 48,Факт. 49,Факт. 50,Факт. 51,Факт. 52,Факт. 53,Факт. 54,Факт. 55,Факт. 56,Факт. 57,Факт. 58,Факт. 59,Факт. 60,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB"
259,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,0.0,0.0,1910.828025477707,636.9426751592356,0.0,29035031.84713376,19562420.3821656,19364968.15286624,0.0,29042675.15923567,19565605.0955414,19366242.03821656,0.0,7485987.261146497,8180891.719745222,16044585.98726115,0.0,40321019.10828026,27264331.21019108,36900000.0,0.0,0.0,7643.312101910828,7643.312101910828,0.0,36557324.84076433,25811464.96815287,42178343.94904459,0.0,21910828.02547771,10445859.87261146,560509.5541401274,0.0,24239490.44585987,12162420.3821656,2396815.286624204,0.0,70700.63694267516,471337.5796178344,1445859.872611465,0.0,8496178.343949044,8384713.375796178,10245222.9299363,0.0,8566878.98089172,8856050.955414012,11691082.80254777,0.0,218341401.2738853,228464331.2101911,180147133.7579617,0.0,207030573.2484076,165762420.3821656,123761783.4394904,0.0,8884713.375796178,24237579.6178344,27522929.93630573,0.0,11310828.02547771,28412738.85350318,22315923.56687898
260,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,327,28.3448275862069,17,25299707.00636943,29,5753503.184713376,0.0,65610828.02547771,87015286.62420382,230573.2484076433,98726.11464968152,267031210.1910828,744071974.522293,118055414.0127388,130228662.4203822,379524203.8216561,833707643.3121018,551953503.1847134,278481528.6624204,1133114649.681529,6798830573.248407,1225218471.337579,913819108.2802548,2671040127.388535,14404722292.99363,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,525262420.3821656,361187261.1464968,508552866.2420382,591054140.1273885,378196815.2866242,0.0,0.0,0.0,472554140.1273885,1756687.898089172,60803184.71337579,218723566.8789809,0.0,0.0,0.0,0.0,132775796.1783439,264092356.6878981,2176162420.382165,13773875159.23567,345457324.8407643,681103821.6560509,2481208280.254777,14428652229.29936,1197249044.585987,1220457324.840764,4252852229.299362,19243018471.33758,304072611.4649681,943847133.7579618,3657147133.757962,17444891082.80255,241048407.6433121,32065605.0955414,213113375.7961784,393198089.1719745,62812738.85350318,10266242.03821656,184231210.1910828,634759872.611465
261,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,37,5.5625,3,0.0382165605095541,16,0.0,0.0,0.0,0.0,0.0,0.0,166242.0382165605,1256687.898089172,0.0,0.0,166242.0382165605,1256687.898089172,0.0,0.0,7316560.50955414,12420382.16560509,0.0,0.0,12219745.22292994,24178343.94904459,0.0,0.0,6369.426751592357,6369.426751592357,0.0,0.0,531210.1910828025,949044.5859872611,0.0,0.0,4740764.33121019,8989171.974522293,0.0,0.0,4740764.33121019,8989171.974522293,0.0,0.0,0.0,71974.52229299363,0.0,0.0,7114012.738853503,15424840.76433121,0.0,0.0,7114012.738853503,15496815.2866242,0.0,0.0,64119108.28025477,64861146.49681529,0.0,0.0,59791082.80254777,60934394.9044586,0.0,0.0,343949.0445859872,484713.3757961783,0.0,0.0,845859.8726114649,1135031.847133758
262,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,30,Х,30,Х,Н/Д,Х,Х,Х,Х,Х,20,Х,Х,Х,Х,Х,Х,50,Х,Х,Х,Х,Х,Х,Х,10,10,Х,Х,Х,Х,Х,180.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4068789.808917197,17331847.13375796,26985350.31847133,20835031.84713376,4068789.808917197,17331847.13375796,26985350.31847133,20835031.84713376,77770700.63694267,122790445.8598726,138180891.7197452,109422929.9363057,194236942.6751592,230551592.3566879,252677070.0636943,208033121.0191083,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,7590445.859872611,22436305.73248408,23371974.522293,3153503.184713376,0.0,0.0,127887261.1464968,0.0,0.0,0.0,127887261.1464968,0.0,151807006.3694268,203203821.6560509,61288535.03184713,362420.3821656051,38908280.25477707,22243312.10191083,67114649.68152866,225352229.299363,190715286.6242038,225447133.7579617,128403184.7133758,225714649.6815286,389386624.2038217,748205095.5414013,608624203.821656,418035031.8471338,364529936.3057325,688712738.8535031,561549044.5859872,405455414.0127388,7153503.184713376,30428662.42038216,18092356.68789809,431210.1910828025,21033121.01910828,55310191.08280255,41239490.44585987,6955414.012738854
263,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,61146.49681528662,43312.10191082802,26114.64968152866,8917.197452229299,285350.3184713376,236305.7324840764,232484.0764331211,149044.5859872611,364331.2101910828,321019.1082802548,291082.8025477707,384076.4331210191,52080891.71974522,72412101.91082802,128654777.0700637,138824840.7643312,110141401.2738853,118396815.2866242,172639490.4458599,252850318.4713376,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,66009554.14012738,71179617.8343949,119610191.0828026,178708917.1974522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43384076.43312102,45989171.97452229,51721656.05095541,72822929.93630573,44495541.40127389,47538216.56050956,53320382.16560509,74525477.70700637,419129299.3630573,645375159.2356688,651316560.5095541,753877707.0063694,313984076.433121,501792356.6878981,521728662.4203821,632234394.9044585,86203184.71337579,124279617.8343949,111095541.4012739,105695541.4012739,86421656.05095541,123602547.7707006,110641401.2738853,105005732.4840764
264,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,18,4.888888888888889,7,2188439.560509554,27,0.0,0.0,0.0,0.0,0.0,1224840.76433121,1467515.923566879,1289808.917197452,0.0,1263694.267515924,1531210.191082803,1370063.694267516,2522929.936305732,4112101.910828026,5831210.191082803,11280254.77707006,10829299.36305732,14920382.16560509,23012101.91082802,19997452.22929936,0.0,0.0,0.0,0.0,2425477.707006369,3222292.993630573,4789808.917197452,5831210.191082803,0.0,0.0,0.0,0.0,0.0,38853.50318471337,105095.5414012739,512738.8535031847,636942.6751592356,657961.7834394904,4731210.191082803,3357324.840764331,7766878.980891719,12264968.15286624,14917834.39490446,11666242.03821656,8403821.656050956,12922929.93630573,19649044.58598726,15023566.87898089,73098726.11464968,75150955.41401273,84647133.75796178,113115286.6242038,72304458.59872611,73929299.36305732,82354777.0700637,109624840.7643312,700000.0,1105095.541401274,1953503.184713376,1433757.961783439,794267.5159235669,1221656.050955414,2292356.687898089,3490445.859872611
265,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,16,6.214285714285714,5,1160101.904458599,14,0.0,0.0,0.0,0.0,5635668.789808917,4029936.305732484,7724840.764331209,4890445.859872611,5635668.789808917,4029936.305732484,7724840.764331209,4890445.859872611,18673248.40764331,25157324.84076433,23875159.23566879,21097452.22929936,40798726.11464968,50871974.52229299,56281528.66242038,60912101.91082802,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,13917197.4522293,15061783.43949044,14273248.40764331,11202547.77070064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3910191.082802548,6488535.031847133,4714649.681528662,15291082.80254777,28606369.42675159,33351592.3566879,45018471.33757962,39308917.19745223,32516560.50955414,39840127.38853503,49733121.01910828,54600000.0,160386624.2038217,157017197.4522293,209549044.5859872,226336942.6751592,149668789.8089172,146452229.299363,193597452.2292994,207561783.4394904,4200636.942675159,1443312.101910828,2222929.936305732,1850955.414012739,4519745.222929936,2117834.394904458,2880254.777070064,1055414.012738854
266,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,4,4.0,0,0.0,1,216560.5095541401,21749681.52866242,29140764.33121019,14949681.52866242,69099363.05732484,80164331.21019109,92810828.0254777,89554777.0700637,75357961.78343949,107107643.3121019,127266878.9808917,129591082.8025478,4559872.611464968,65520382.16560509,87485350.31847133,149876433.1210191,48091719.74522293,117836942.6751592,198359235.6687898,316207006.3694267,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,-4250955.414012739,-18126751.59235669,860509.5541401274,20687898.08917197,100955414.0127388,74419745.22292994,112572611.4649681,84960509.55414012,101003821.656051,75766878.98089172,115214649.6815287,86491082.80254777,14869426.75159236,98519745.22292994,135152866.2420382,247690445.8598726,11826751.59235669,68785350.31847133,71837579.61783439,82717834.39490445,26696178.34394904,167305095.5414013,209550955.4140128,338619745.2229299,83677707.00636943,90501910.82802548,291450318.4713376,420976433.1210191,46070700.63694267,52319108.28025477,167736305.7324841,290296815.2866242,-5115286.624203822,-16852866.24203822,11900000.0,13755414.01273885,813375.7961783439,-4837579.617834395,40706369.42675159,43982802.5477707
267,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,7,3.363636363636364,2,493720.076433121,11,0.0,0.0,0.0,0.0,9307643.31210191,0.0,11774522.29299363,27013375.79617834,9307643.31210191,0.0,12329299.36305732,28224840.76433121,6282802.5477707,0.0,16229299.36305732,19485987.2611465,20768152.86624204,0.0,34717834.39490446,76129936.30573247,6369.426751592357,0.0,6369.426751592357,6369.426751592357,20279617.83439491,0.0,25599363.05732484,61638216.56050956,0.0,0.0,5965605.095541401,4636305.732484076,207643.3121019108,0.0,6266878.980891719,6986624.203821655,0.0,0.0,391719.7452229299,210191.0828025477,7370063.694267516,0.0,12430573.24840764,33147770.70063695,9588535.031847134,0.0,15180891.71974522,35729936.30573248,73928025.477707,0.0,160261783.4394904,258165605.0955414,59992993.63057324,0.0,145022292.9936306,215091082.8025477,7973248.407643312,0.0,7264331.210191082,19107006.36942675,7961783.439490446,0.0,1881528.662420382,26959872.61146497
268,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,10,Х,Х,10.0,10,3.958333333333333,6,453963.5987261148,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79963057.32484075,56900000.0,65987898.08917197,54310828.02547771,120189171.9745223,77448407.6433121,77385987.2611465,66742675.15923566,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,8410191.082802547,8673248.407643313,9902547.770700635,11152229.29936306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111778980.8917197,68775159.2356688,67483439.49044585,55590445.85987261,111778980.8917197,68775159.2356688,67483439.49044585,55590445.85987261,746015923.5668789,483755414.0127388,490577707.0063694,401214649.6815286,730944585.9872612,468838853.5031847,477657961.7834395,390757324.8407643,857961.7834394904,885987.2611464967,1557961.78343949,1562420.382165605,403184.7133757962,3135031.847133758,1642038.21656051,2334394.904458599
269,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,39490.44585987261,0.0,19108.28025477707,89808.91719745223,575163057.3248408,0.0,591433757.9617834,510372611.4649681,588360509.5541401,0.0,602878343.9490446,525084713.3757961,124090445.8598726,0.0,131800000.0,116802547.7707006,574340764.3312101,0.0,780749044.5859872,900694267.5159235,63694.26751592357,0.0,63694.26751592357,63694.26751592357,892066242.0382165,0.0,1109170063.694268,1068780891.719745,0.0,0.0,0.0,0.0,29266242.03821656,0.0,15301910.82802548,22817834.39490446,0.0,0.0,0.0,0.0,227013375.7961784,0.0,238459235.6687898,307859235.6687898,241368789.8089172,0.0,259155414.0127389,334180254.77707,1028452229.299363,0.0,2554920382.165605,2507044585.987261,940666242.0382164,0.0,2324527388.535032,2367997452.229299,-34660509.55414013,0.0,178631847.1337579,34062420.3821656,45347770.70063694,0.0,136321019.1082802,-25870700.63694268
270,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,13,5.05050505050505,41,23475936.60509554,99,0.0,0.0,31847.13375796178,28662.4203821656,4235668.789808917,12228025.47770701,40026751.59235669,49487261.14649681,4238853.503184713,12237579.6178344,41061783.43949044,50521019.10828026,8784076.433121018,16918471.33757962,37079617.8343949,57988535.03184713,14916560.50955414,30101910.82802548,100673248.4076433,131296815.2866242,7643.312101910828,7643.312101910828,7643.312101910828,7643.312101910828,575796.178343949,2116560.50955414,5114649.681528662,12532484.07643312,0.0,0.0,19107643.31210191,0.0,636.9426751592356,37579.6178343949,20247133.75796178,1524203.821656051,0.0,1430573.248407643,0.0,0.0,18531847.13375796,38221656.05095541,115078343.9490446,166511464.9681529,18578980.89171974,40185350.31847133,116373885.3503185,167761146.4968153,118031847.133758,316755414.0127388,423678980.8917197,583168152.866242,113603821.656051,298915286.6242038,388537579.6178344,514378343.9490446,646496.8152866241,1926114.649681529,3779617.834394904,8024203.821656051,485350.3184713376,2352866.242038216,1326114.649681529,18216560.50955414
271,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,15,8.0,1,0.4713375796178343,2,0.0,0.0,0.0,0.0,5133757.961783439,0.0,0.0,7318471.337579617,5133757.961783439,0.0,0.0,7318471.337579617,8407643.31210191,0.0,0.0,4954777.070063694,21830573.24840764,0.0,0.0,39178343.94904459,0.0,0.0,0.0,0.0,19178343.94904459,0.0,0.0,23265605.0955414,0.0,0.0,0.0,8936942.675159235,0.0,0.0,0.0,9019108.280254778,5013375.796178344,0.0,0.0,0.0,2738853.503184713,0.0,0.0,14114012.7388535,7786624.203821655,0.0,0.0,14212101.91082802,22078343.94904459,0.0,0.0,165352866.2420382,21550955.41401274,0.0,0.0,164717834.3949045,382802.5477707007,0.0,0.0,322292.9936305732,527388.5350318471,0.0,0.0,635031.8471337579
272,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,30.0,3,1.5,0,0.0,8,0.0,0.0,0.0,0.0,750352229.299363,802117197.4522293,746138216.5605096,695239490.4458598,778239490.4458598,826550318.4713376,767643949.044586,713623566.8789809,87196178.34394903,24495541.40127388,27233121.01910828,36219108.28025477,287985987.2611465,150856050.955414,145326751.5923567,164417197.4522293,373885350.3184713,636942675.1592356,636942675.1592356,636942675.1592356,757717834.3949044,953092356.687898,884078980.8917197,851384713.3757962,0.0,0.0,0.0,0.0,3821.656050955414,4458.598726114649,4458.598726114649,5095.541401273885,0.0,0.0,0.0,0.0,307501910.8280255,21599363.05732484,23952866.24203822,17950955.41401274,308505095.5414013,24308917.19745223,28887261.14649681,26650955.41401274,0.0,31828662.42038216,135488535.0318471,209092993.6305732,0.0,80825477.70700637,203372611.4649681,264542675.1592357,-24473248.40764331,-109489171.9745223,-133119108.2802548,-113966878.9808917,-25096178.34394904,-104821656.0509554,-124485350.3184713,-115716560.5095541
273,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,40.0,0,0.0,0,0.0,0,0.0,17834.3949044586,0.0,0.0,0.0,0.0,1593630.573248408,3313375.796178344,21656.05095541401,17834.3949044586,1607643.312101911,3323566.878980892,2692993.630573248,6398726.114649681,6339490.445859873,73482165.60509554,27729299.36305732,42529936.30573248,65268789.8089172,115048407.6433121,0.0,0.0,0.0,0.0,23105095.54140127,36454140.12738854,54547133.75796178,68087261.14649682,0.0,1318471.337579618,0.0,0.0,0.0,1318471.337579618,0.0,0.0,1573248.407643312,0.0,0.0,0.0,3072611.464968153,4775159.23566879,12329299.36305732,50284713.37579618,4645859.872611465,4775159.23566879,12329299.36305732,50284713.37579618,221926114.6496815,278060509.5541401,275200636.9426752,346371974.522293,206745859.8726114,253566878.9808917,248794267.5159236,327453503.1847134,11749044.58598726,20759872.61146497,23960509.55414013,16924840.76433121,15180254.77707006,24493630.57324841,26406369.42675159,18918471.33757961
274,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,20.0,23,3.6875,19,9967531.445859876,80,0.0,0.0,0.0,0.0,23579617.83439491,23154777.07006369,25259872.61146497,33650955.41401274,23579617.83439491,23154777.07006369,25259872.61146497,34802547.77070063,17528025.47770701,55684713.37579618,72901910.82802548,64757324.84076433,97092356.68789808,164988535.0318471,172810828.0254777,212119108.2802548,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,33302547.77070064,42717834.39490446,52700636.94267516,103736305.7324841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170700.6369426752,1273.885350318471,0.0,23758598.72611465,87198726.11464968,145424840.7643312,145370063.6942675,119426751.5923567,87369426.75159235,145426114.6496815,145370063.6942675,143185350.3184713,260289808.9171974,393808280.2547771,605309554.1401274,725257324.8407643,236364968.1528662,357747133.7579617,475577707.0063694,457248407.6433121,10422292.99363057,11793630.57324841,56430573.24840764,78825477.70700637,5703184.713375796,12036305.73248408,51050955.41401274,78168152.86624204
275,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,10,Х,Х,20.0,1,1.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8079617.834394904,11465605.0955414,9535031.847133758,15738853.50318471,8084713.375796178,17927388.53503185,18737579.6178344,28091719.74522293,0.0,0.0,0.0,0.0,2079617.834394904,3840127.388535032,7375796.178343949,8820382.165605094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26751.5923566879,1436942.675159235,1575159.23566879,9421656.050955413,5978343.949044586,12650318.47133758,9786624.203821655,9849044.58598726,6005095.541401274,14087261.14649682,11361783.43949044,19270700.63694268,57973885.35031847,196089171.9745223,259157961.7834395,261566878.9808917,55338853.50318471,192926114.6496815,253051592.3566879,257652229.299363,2592356.687898089,2642038.216560509,5493630.573248408,3138853.503184713,2635031.847133758,3163057.324840764,6106369.426751592,3914649.681528662
276,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,4,3.0,0,0.0,3,0.0,0.0,0.0,0.0,1933121.01910828,2967515.923566879,2233121.01910828,2668152.866242038,1933121.01910828,3820382.165605095,3467515.923566879,2733121.01910828,3215923.566878981,4947770.700636943,7513375.796178344,15688535.03184713,35172611.46496815,44537579.6178344,41579617.8343949,68996815.28662421,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,578980.8917197452,7102547.770700636,6264968.152866242,6424840.764331209,0.0,8242675.159235668,1452866.242038216,1749681.52866242,0.0,9438216.560509551,2640764.331210191,2234394.904458599,0.0,7085987.261146497,4768789.808917197,10211464.96815287,36526751.59235669,24710191.08280255,31351592.3566879,52746496.81528662,36526751.59235669,31817197.4522293,36141401.27388535,63070700.63694267,42268789.8089172,75344585.98726115,77178343.94904459,99603821.65605097,37850955.41401274,64827388.53503185,69747770.70063694,93316560.50955412,690445.8598726115,8194904.458598725,-131847.1337579618,233757.9617834395,2998726.114649681,6251592.356687898,1004458.598726115,83439.49044585988
